id,name,parent_id
445,Shooting,26
446,Swimming,26
447,Track and Field,26
448,Volleyball,26
449,Water Polo,26
450,Weightlifting,26
451,Wrestling,26
452,Alpine Skiing,27
453,Biathlon,27
454,Bobsleigh,27
455,Cross Country Skiing,27
456,Figure Skating,27
457,Ice Hockey,27
458,Luge,27
459,Nordic Combined,27
460,Ski Jumping,27
461,Speed Skating,27
462,Archery,28
463,Basketball,28
464,Boxing,28
465,Canoeing,28
466,Cycling,28
467,Diving,28
468,Equestrianism,28
469,Fencing,28
470,Football,28
471,Gymnastics,28
472,Handball,28
473,Hockey,28
474,Judo,28
475,Modern Pentathlon,28
476,Rowing,28
477,Sailing,28
478,Shooting,28
479,Swimming,28
480,Track and Field,28
481,Volleyball,28
482,Water Polo,28
483,Weightlifting,28
484,Wrestling,28
485,Alpine Skiing,29
486,Biathlon,29
487,Bobsleigh,29
488,Cross Country Skiing,29
489,Figure Skating,29
490,Ice Hockey,29
491,Luge,29
492,Nordic Combined,29
493,Ski Jumping,29
494,Speed Skating,29
495,Archery,30
496,Basketball,30
497,Boxing,30
498,Canoeing,30
499,Cycling,30
500,Diving,30
501,Equestrianism,30
502,Fencing,30
503,Football,30
504,Gymnastics,30
505,Handball,30
506,Hockey,30
507,Judo,30
508,Modern Pentathlon,30
509,Rowing,30
510,Sailing,30
511,Shooting,30
512,Swimming,30
513,Track and Field,30
514,Volleyball,30
515,Water Polo,30
516,Weightlifting,30
517,Wrestling,30
518,Alpine Skiing,31
519,Biathlon,31
520,Bobsleigh,31
521,Cross Country Skiing,31
522,Figure Skating,31
523,Ice Hockey,31
524,Luge,31
525,Nordic Combined,31
526,Ski Jumping,31
527,Speed Skating,31
528,Archery,32
529,Basketball,32
530,Boxing,32
531,Canoeing,32
532,Cycling,32
533,Diving,32
534,Equestrianism,32
535,Fencing,32
536,Football,32
537,Gymnastics,32
538,Handball,32
539,Hockey,32
540,Judo,32
541,Modern Pentathlon,32
542,Rowing,32
543,Sailing,32
544,Shooting,32
545,Swimming,32
546,Track and Field,32
547,Volleyball,32
548,Water Polo,32
549,Weightlifting,32
550,Wrestling,32
551,Alpine Skiing,33
552,Biathlon,33
553,Bobsleigh,33
554,Cross Country Skiing,33
555,Figure Skating,33
556,Ice Hockey,33
557,Luge,33
558,Nordic Combined,33
559,Ski Jumping,33
560,Speed Skating,33
561,Archery,34
562,Basketball,34
563,Boxing,34
564,Canoeing,34
565,Cycling,34
566,Diving,34
567,Equestrianism,34
568,Fencing,34
569,Football,34
570,Gymnastics,34
571,Handball,34
572,Hockey,34
573,Judo,34
574,Modern Pentathlon,34
575,Rhythmic Gymnastics,34
576,Rowing,34
577,Sailing,34
578,Shooting,34
579,Swimming,34
580,Synchronized Swimming,34
581,Track and Field,34
582,Volleyball,34
583,Water Polo,34
584,Weightlifting,34
585,Wrestling,34
586,Alpine Skiing,35
587,Biathlon,35
588,Bobsleigh,35
589,Cross Country Skiing,35
590,Figure Skating,35
591,Ice Hockey,35
592,Luge,35
593,Nordic Combined,35
594,Ski Jumping,35
595,Speed Skating,35
596,Archery,36
597,Basketball,36
598,Boxing,36
599,Canoeing,36
600,Cycling,36
601,Diving,36
602,Equestrianism,36
603,Fencing,36
604,Football,36
605,Gymnastics,36
606,Handball,36
607,Hockey,36
608,Judo,36
609,Modern Pentathlon,36
610,Rhythmic Gymnastics,36
611,Rowing,36
612,Sailing,36
613,Shooting,36
614,Swimming,36
615,Synchronized Swimming,36
616,Table Tennis,36
617,Tennis,36
618,Track and Field,36
619,Volleyball,36
620,Water Polo,36
621,Weightlifting,36
622,Wrestling,36
623,Alpine Skiing,37
624,Biathlon,37
625,Bobsleigh,37
626,Cross Country Skiing,37
627,Figure Skating,37
628,Ice Hockey,37
629,Luge,37
630,Nordic Combined,37
631,Ski Jumping,37
632,Speed Skating,37
633,Archery,38
634,Badminton,38
635,Baseball,38
636,Basketball,38
637,Boxing,38
638,Canoeing,38
639,Cycling,38
640,Diving,38
641,Equestrianism,38
642,Fencing,38
643,Football,38
644,Gymnastics,38
645,Handball,38
646,Hockey,38
647,Judo,38
648,Modern Pentathlon,38
649,Rhythmic Gymnastics,38
650,Rowing,38
651,Sailing,38
652,Shooting,38
653,Swimming,38
654,Synchronized Swimming,38
655,Table Tennis,38
656,Tennis,38
657,Track and Field,38
658,Volleyball,38
659,Water Polo,38
660,Weightlifting,38
661,Wrestling,38
662,Alpine Skiing,39
663,Biathlon,39
664,Bobsleigh,39
665,Cross Country Skiing,39
666,Figure Skating,39
667,Freestyle Skiing,39
668,Ice Hockey,39
669,Luge,39
670,Nordic Combined,39
671,Short Track Speed Skating,39
672,Ski Jumping,39
673,Speed Skating,39
674,Alpine Skiing,40
675,Biathlon,40
676,Bobsleigh,40
677,Cross Country Skiing,40
678,Figure Skating,40
679,Freestyle Skiing,40
680,Ice Hockey,40
681,Luge,40
682,Nordic Combined,40
683,Short Track Speed Skating,40
684,Ski Jumping,40
685,Speed Skating,40
686,Archery,41
687,Badminton,41
688,Baseball,41
689,Basketball,41
690,Beach Volleyball,41
691,Boxing,41
692,Canoeing,41
693,Cycling,41
694,Diving,41
695,Equestrianism,41
696,Fencing,41
697,Football,41
698,Gymnastics,41
699,Handball,41
700,Hockey,41
701,Judo,41
702,Modern Pentathlon,41
703,Rhythmic Gymnastics,41
704,Rowing,41
705,Sailing,41
706,Shooting,41
707,Softball,41
708,Swimming,41
709,Synchronized Swimming,41
710,Table Tennis,41
711,Tennis,41
712,Track and Field,41
713,Volleyball,41
714,Water Polo,41
715,Weightlifting,41
716,Wrestling,41
717,Alpine Skiing,42
718,Biathlon,42
719,Bobsleigh,42
720,Cross Country Skiing,42
721,Curling,42
722,Figure Skating,42
723,Freestyle Skiing,42
724,Ice Hockey,42
725,Luge,42
726,Nordic Combined,42
727,Short Track Speed Skating,42
728,Ski Jumping,42
729,Snowboarding,42
730,Speed Skating,42
731,Archery,43
732,Badminton,43
733,Baseball,43
734,Basketball,43
735,Beach Volleyball,43
736,Boxing,43
737,Canoeing,43
738,Cycling,43
739,Diving,43
740,Equestrianism,43
741,Fencing,43
742,Football,43
743,Gymnastics,43
744,Handball,43
745,Hockey,43
746,Judo,43
747,Modern Pentathlon,43
748,Rhythmic Gymnastics,43
749,Rowing,43
750,Sailing,43
751,Shooting,43
752,Softball,43
753,Swimming,43
754,Synchronized Swimming,43
755,Table Tennis,43
756,Taekwondo,43
757,Tennis,43
758,Track and Field,43
759,Trampolining,43
760,Triathlon,43
761,Volleyball,43
762,Water Polo,43
763,Weightlifting,43
764,Wrestling,43
765,Alpine Skiing,44
766,Biathlon,44
767,Bobsleigh,44
768,Cross Country Skiing,44
769,Curling,44
770,Figure Skating,44
771,Freestyle Skiing,44
772,Ice Hockey,44
773,Luge,44
774,Nordic Combined,44
775,Short Track Speed Skating,44
776,Skeleton,44
777,Ski Jumping,44
778,Snowboarding,44
779,Speed Skating,44
780,Archery,45
781,Badminton,45
782,Baseball,45
783,Basketball,45
784,Beach Volleyball,45
785,Boxing,45
786,Canoeing,45
787,Cycling,45
788,Diving,45
789,Equestrianism,45
790,Fencing,45
791,Football,45
792,Gymnastics,45
793,Handball,45
794,Hockey,45
795,Judo,45
796,Modern Pentathlon,45
797,Rhythmic Gymnastics,45
798,Rowing,45
799,Sailing,45
800,Shooting,45
801,Softball,45
802,Swimming,45
803,Synchronized Swimming,45
804,Table Tennis,45
805,Taekwondo,45
806,Tennis,45
807,Track and Field,45
808,Trampolining,45
809,Triathlon,45
810,Volleyball,45
811,Water Polo,45
812,Weightlifting,45
813,Wrestling,45
814,Alpine Skiing,46
815,Biathlon,46
816,Bobsleigh,46
817,Cross Country Skiing,46
818,Curling,46
819,Figure Skating,46
820,Freestyle Skiing,46
821,Ice Hockey,46
822,Luge,46
823,Nordic Combined,46
824,Short Track Speed Skating,46
825,Skeleton,46
826,Ski Jumping,46
827,Snowboarding,46
828,Speed Skating,46
829,Archery,47
830,Badminton,47
831,Baseball,47
832,Basketball,47
833,Beach Volleyball,47
834,Boxing,47
835,Canoeing,47
836,Cycling,47
837,Diving,47
838,Equestrianism,47
839,Fencing,47
840,Football,47
841,Gymnastics,47
842,Handball,47
843,Hockey,47
844,Judo,47
845,Modern Pentathlon,47
846,Rhythmic Gymnastics,47
847,Rowing,47
848,Sailing,47
849,Shooting,47
850,Softball,47
851,Swimming,47
852,Synchronized Swimming,47
853,Table Tennis,47
854,Taekwondo,47
855,Tennis,47
856,Track and Field,47
857,Trampolining,47
858,Triathlon,47
858,Volleyball,47
860,Water Polo,47
861,Weightlifting,47
862,Wrestling,47
863,Alpine Skiing,48
864,Biathlon,48
865,Bobsleigh,48
866,Cross Country Skiing,48
867,Curling,48
868,Figure Skating,48
869,Freestyle Skiing,48
870,Ice Hockey,48
872,Luge,48
872,Nordic Combined,48
873,Short Track Speed Skating,48
874,Skeleton,48
875,Ski Jumping,48
876,Snowboarding,48
877,Speed Skating,48
878,Archery,49
879,Badminton,49
880,Basketball,49
881,Beach Volleyball,49
882,Boxing,49
883,Canoeing,49
884,Cycling,49
885,Diving,49
886,Equestrianism,49
887,Fencing,49
888,Football,49
889,Gymnastics,49
890,Handball,49
891,Hockey,49
892,Judo,49
893,Modern Pentathlon,49
894,Rhythmic Gymnastics,49
895,Rowing,49
896,Sailing,49
897,Shooting,49
898,Swimming,49
899,Synchronized Swimming,49
900,Table Tennis,49
901,Taekwondo,49
902,Tennis,49
903,Track and Field,49
904,Trampolining,49
905,Triathlon,49
906,Volleyball,49
907,Water Polo,49
908,Weightlifting,49
909,Wrestling,49
910,Alpine Skiing,50
911,Biathlon,50
912,Bobsleigh,50
913,Cross Country Skiing,50
914,Curling,50
915,Figure Skating,50
916,Freestyle Skiing,50
917,Ice Hockey,50
918,Luge,50
919,Nordic Combined,50
920,Short Track Speed Skating,50
921,Skeleton,50
922,Ski Jumping,50
923,Snowboarding,50
924,Speed Skating,50
925,Archery,51
926,Badminton,51
927,Basketball,51
928,Beach Volleyball,51
929,Boxing,51
930,Canoeing,51
931,Cycling,51
932,Diving,51
933,Equestrianism,51
934,Fencing,51
935,Football,51
936,Golf,51
937,Gymnastics,51
938,Handball,51
939,Hockey,51
940,Judo,51
941,Modern Pentathlon,51
942,Rhythmic Gymnastics,51
943,Rowing,51
944,Rugby Sevens,51
945,Sailing,51
946,Shooting,51
947,Swimming,51
948,Synchronized Swimming,51
949,Table Tennis,51
950,Taekwondo,51
951,Tennis,51
952,Track and Field,51
953,Trampolining,51
954,Triathlon,51
955,Volleyball,51
956,Water Polo,51
957,Weightlifting,51
958,Wrestling,51
959,Alpine Skiing,52
960,Biathlon,52
961,Bobsleigh,52
962,Cross Country Skiing,52
963,Curling,52
964,Figure Skating,52
965,Freestyle Skiing,52
966,Ice Hockey,52
967,Luge,52
968,Nordic Combined,52
969,Short Track Speed Skating,52
970,Skeleton,52
971,Ski Jumping,52
972,Snowboarding,52
973,Speed Skating,52
974,Cycling Men's 100 kilometres,53
975,"Cycling Men's Road Race, Individual",53
976,Cycling Men's Sprint,53
977,Cycling Men's 333 metres Time Trial,53
978,"Cycling Men's 10,000 metres",53
979,Cycling Men's 12-Hours Race,53
980,"Fencing Men's Sabre, Individual",54
981,"Fencing Men's Foil, Individual",54
982,"Fencing Men's Foil, Masters, Individual",54
983,Gymnastics Men's Rope Climbing,55
984,"Gymnastics Men's Parallel Bars, Teams",55
985,"Gymnastics Men's Horizontal Bar, Teams",55
986,Gymnastics Men's Parallel Bars,55
987,"Gymnastics Men's Parallel Bars, Teams",55
988,"Gymnastics Men's Horizontal Bar, Teams",55
989,"Gymnastics Men's Parallel Bars, Teams",55
990,"Gymnastics Men's Horizontal Bar, Teams",55
991,"Gymnastics Men's Parallel Bars, Teams",55
992,"Gymnastics Men's Horizontal Bar, Teams",55
993,"Gymnastics Men's Parallel Bars, Teams",55
994,"Gymnastics Men's Horizontal Bar, Teams",55
995,Gymnastics Men's Rings,55
996,"Gymnastics Men's Parallel Bars, Teams",55
997,"Gymnastics Men's Horizontal Bar, Teams",55
998,"Gymnastics Men's Parallel Bars, Teams",55
999,"Gymnastics Men's Horizontal Bar, Teams",55
1000,"Gymnastics Men's Parallel Bars, Teams",55
1001,"Gymnastics Men's Horizontal Bar, Teams",55
1002,Gymnastics Men's Horse Vault,55
1003,"Gymnastics Men's Parallel Bars, Teams",55
1004,"Gymnastics Men's Horizontal Bar, Teams",55
1005,"Gymnastics Men's Parallel Bars, Teams",55
1006,Gymnastics Men's Horizontal Bar,55
1007,"Gymnastics Men's Horizontal Bar, Teams",55
1008,Gymnastics Men's Pommelled Horse,55
1009,"Shooting Men's Muzzle-Loading Pistol, 25 metres",56
1010,"Shooting Men's Military Rifle, 200 metres",56
1011,"Shooting Men's Free Rifle, Three Positions, 300 metres",56
1012,"Shooting Men's Military Pistol, 25 metres",56
1013,"Shooting Men's Free Pistol, 30 metres",56
1014,Swimming Men's 100 metres Freestyle,57
1015,"Swimming Men's 1,200 metres Freestyle",57
1016,Swimming Men's 100 metres Freestyle For Sailors,57
1017,Swimming Men's 500 metres Freestyle,57
1018,Tennis Men's Singles,58
1019,Tennis Men's Doubles,58
1020,Tennis Men's Doubles,58
1021,Track and Field Men's 100 metres,59
1022,Track and Field Men's 400 metres,59
1023,Track and Field Men's High Jump,59
1024,Track and Field Men's Long Jump,59
1025,Track and Field Men's Triple Jump,59
1026,Track and Field Men's 110 metres Hurdles,59
1027,Track and Field Men's 800 metres,59
1028,"Track and Field Men's 1,500 metres",59
1029,Track and Field Men's Shot Put,59
1030,Track and Field Men's Discus Throw,59
1031,Track and Field Men's Pole Vault,59
1032,Track and Field Men's Marathon,59
1033,"Weightlifting Men's Unlimited, One Hand",60
1034,"Weightlifting Men's Unlimited, Two Hands",60
1035,"Wrestling Men's Unlimited Class, Greco-Roman",61
1036,Archery Men's Sur La Perche a La Herse,62
1037,Archery Men's Sur La Perche a La Pyramide,62
1038,"Archery Men's Au Cordon Dore, 50 metres",62
1039,Archery Men's Championnat Du Monde,62
1040,"Archery Men's Au Chapelet, 50 metres",62
1041,"Archery Men's Au Chapelet, 33 metres",62
1042,"Archery Men's Au Cordon Dore, 33 metres",62
1043,Basque Pelota Men's Two-Man Teams With Cesta,63
1044,Basque Pelota Men's Two-Man Teams With Cesta,63
1045,Cricket Men's Cricket,64
1046,"Croquet Mixed Singles, One Ball",65
1047,Croquet Mixed Doubles,65
1048,Croquet Mixed Doubles,65
1049,"Croquet Mixed Singles, Two Balls",65
1050,Cycling Men's 25 kilometres,66
1051,Cycling Men's Points Race,66
1052,Cycling Men's Sprint,66
1053,Equestrianism Mixed Four-In-Hand Competition,67
1054,Equestrianism Mixed Hacks And Hunter Combined,67
1055,Equestrianism Mixed High Jump,67
1056,Equestrianism Mixed High Jump,67
1057,"Equestrianism Mixed Jumping, Individual",67
1058,Equestrianism Mixed Long Jump,67
1059,"Fencing Men's epee, Masters, Individual",68
1060,"Fencing Men's epee, Masters and Amateurs, Individual",68
1061,"Fencing Men's Sabre, Masters, Individual",68
1062,"Fencing Men's Foil, Individual",68
1063,"Fencing Men's Sabre, Individual",68
1064,"Fencing Men's epee, Individual",68
1065,"Fencing Men's Foil, Masters, Individual",68
1066,Football Men's Football,69
1067,Golf Women's Individual,70
1068,Golf Men's Individual,70
1069,Gymnastics Men's Individual All-Around,71
1070,Polo Men's Polo,72
1071,Rowing Men's Coxed Eights,73
1072,Rowing Men's Single Sculls,73
1073,Rowing Men's Coxed Fours,73
1074,Rowing Men's Coxed Pairs,73
1075,Rowing Men's Coxed Pairs,73
1076,Rowing Men's Coxed Eights,73
1077,Rowing Men's Coxed Fours,73
1078,Rowing Men's Coxed Fours,73
1079,Rowing Men's Coxed Eights,73
1080,Rowing Men's Coxed Fours,73
1081,Rowing Men's Coxed Eights,73
1082,Rowing Men's Coxed Eights,73
1083,Rowing Men's Coxed Fours,73
1084,Rowing Men's Coxed Fours,73
1085,Rowing Men's Coxed Fours,73
1086,Rowing Men's Coxed Fours,73
1087,Rowing Men's Coxed Eights,73
1088,Rowing Men's Coxed Eights,73
1089,Rowing Men's Coxed Fours,73
1090,Rowing Men's Coxed Pairs,73
1091,Rowing Men's Coxed Eights,73
1092,Rowing Men's Coxed Eights,73
1093,Rowing Men's Coxed Fours,73
1094,Rugby Men's Rugby,74
1095,Sailing Mixed 0.5-1 Ton,75
1096,Sailing Mixed 10-20 Ton,75
1097,Sailing Mixed 2-3 Ton,75
1098,Sailing Mixed 2-3 Ton,75
1099,Sailing Mixed Open,75
1100,Sailing Mixed 0.5-1 Ton,75
1101,Sailing Mixed 1-2 Ton,75
1102,Sailing Mixed 1-2 Ton,75
1103,Sailing Mixed 1-2 Ton,75
1104,Sailing Mixed 2-3 Ton,75
1105,Sailing Mixed 2-3 Ton,75
1106,Sailing Mixed 0-0.5 Ton,75
1107,Sailing Mixed 3-10 Ton,75
1108,Sailing Mixed Open,75
1109,Sailing Mixed 0.5-1 Ton,75
1110,Sailing Mixed 3-10 Ton,75
1111,Sailing Mixed 3-10 Ton,75
1112,Sailing Mixed 2-3 Ton,75
1113,Sailing Mixed 2-3 Ton,75
1114,Sailing Mixed Open,75
1115,Sailing Mixed 0.5-1 Ton,75
1116,Sailing Mixed 1-2 Ton,75
1117,Sailing Mixed 10-20 Ton,75
1118,Sailing Mixed 1-2 Ton,75
1119,Sailing Mixed 20+ Ton,75
1120,Sailing Mixed 0-0.5 Ton,75
1121,Sailing Mixed 3-10 Ton,75
1122,Sailing Mixed 1-2 Ton,75
1123,Sailing Mixed 1-2 Ton,75
1124,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",76
1125,Shooting Men's Trap,76
1126,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",76
1127,"Shooting Men's Free Rifle, Three Positions, 300 metres",76
1128,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",76
1129,"Shooting Men's Free Pistol, 50 metres, Team",76
1130,"Shooting Men's Free Rifle, Standing, 300 metres",76
1131,"Shooting Men's Free Rifle, Prone, 300 metres",76
1132,"Shooting Men's Free Pistol, 50 metres, Team",76
1133,"Shooting Men's Free Pistol, 50 metres, Team",76
1134,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",76
1135,"Shooting Men's Free Pistol, 50 metres",76
1136,"Shooting Men's Free Pistol, 50 metres, Team",76
1137,"Shooting Men's Free Pistol, 50 metres, Team",76
1138,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",76
1139,"Shooting Men's Free Rifle, Kneeling, 300 metres",76
1140,Swimming Men's Underwater Swimming,77
1141,Swimming Men's 200 metres Team Swimming,77
1142,Swimming Men's 200 metres Backstroke,77
1143,Swimming Men's 200 metres Team Swimming,77
